,funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
5390,3450.0,NC,10800.0,Individual,8.78,Nov-2007,< 1 year,Sale associate,719.0,715.0,E,OWN,68433269,w,127.31,19.48,3450.0,0.0,5.0,0.0,0.0,major_purchase,1938.0,13.6,E2, 36 months,Major purchase,5.0,Verified,285xx,617.83,2.0,3.0,97.0,21.5,1413.0,388.0,4.0
7333,5000.0,CA,20000.0,Individual,9.54,Oct-2012,1 year,Auto Technician apprentice,669.0,665.0,C,RENT,67948212,w,166.05,11.99,5000.0,0.0,7.0,0.0,0.0,credit_card,3695.0,66.0,C1, 36 months,Credit card refinancing,7.0,Source Verified,926xx,0.6,3.0,17.0,19.0,,,1689.0,3.0
4877,5000.0,TX,40000.0,Individual,17.7,Jul-2012,10+ years,Team leader,724.0,720.0,C,RENT,68353577,w,169.54,13.44,5000.0,0.0,17.0,0.0,0.0,vacation,4139.0,15.6,C3, 36 months,Vacation,21.0,Not Verified,784xx,0.37,9.0,0.0,36.0,19.6,8842.0,861.0,9.0
2362,15000.0,OR,72000.0,Individual,5.93,Dec-1997,10+ years,correctional officer,684.0,680.0,A,MORTGAGE,68525187,w,466.53,7.49,15000.0,2.0,14.0,1.0,1.0,credit_card,8641.0,33.2,A4, 36 months,Credit card refinancing,29.0,Not Verified,978xx,466.53,5.0,1.0,216.0,46.9,9019.0,15237.0,5.0
8087,20000.0,CA,75000.0,Individual,24.72,Feb-2007,9 years,Technitian ,699.0,695.0,C,RENT,67279130,w,675.62,13.18,20000.0,0.0,10.0,0.0,0.0,debt_consolidation,32733.0,54.6,C3, 36 months,Debt consolidation,16.0,Verified,917xx,690.01,4.0,8.0,106.0,23.6,26668.0,4791.0,5.0
4509,6000.0,NC,50000.0,Individual,18.96,Oct-2006,1 year,Scaffold builder,699.0,695.0,C,OWN,68423789,w,199.26,11.99,6000.0,0.0,10.0,0.0,0.0,credit_card,5320.0,32.8,C1, 36 months,Credit card refinancing,18.0,Not Verified,285xx,61.88,5.0,3.0,110.0,42.2,7230.0,4489.0,9.0
6494,14400.0,TX,100800.0,Individual,23.64,Mar-2003,10+ years,General Manager,704.0,700.0,C,MORTGAGE,68302587,w,488.26,13.44,14400.0,1.0,10.0,0.0,0.0,home_improvement,14997.0,60.5,C3, 36 months,Home improvement,17.0,Verified,751xx,14577.05,3.0,3.0,68.0,63.3,2126.0,21847.0,7.0
2334,8750.0,FL,25000.0,Individual,29.81,Oct-2003,10+ years,custodian,684.0,680.0,C,MORTGAGE,68355148,w,296.68,13.44,8750.0,2.0,7.0,1.0,1.0,credit_card,9328.0,58.0,C3, 36 months,Credit card refinancing,18.0,Not Verified,336xx,296.67,6.0,5.0,134.0,94.0,2000.0,3475.0,4.0
2990,11200.0,FL,60000.0,Individual,18.94,Mar-2005,4 years,trailer mechanic ,664.0,660.0,B,MORTGAGE,68424730,w,369.23,11.48,11200.0,2.0,10.0,0.0,0.0,credit_card,7668.0,66.7,B5, 36 months,Credit card refinancing,22.0,Verified,330xx,7989.51,6.0,5.0,129.0,90.2,636.0,23526.0,5.0
8437,5000.0,NH,75000.0,Individual,8.7,Nov-2002,10+ years,Technician,674.0,670.0,C,MORTGAGE,67958751,w,167.49,12.59,5000.0,4.0,9.0,1.0,1.0,other,3247.0,46.4,C2, 36 months,Other,23.0,Source Verified,034xx,4493.47,3.0,8.0,157.0,76.7,233.0,13572.0,6.0
6355,17475.0,MI,38000.0,Individual,21.83,Apr-1969,,,689.0,685.0,D,OWN,68062200,f,619.48,16.59,17475.0,0.0,13.0,0.0,0.0,debt_consolidation,18420.0,70.0,D2, 36 months,Debt consolidation,22.0,Verified,482xx,6420.81,8.0,27.0,560.0,92.5,440.0,1589.0,1.0
1395,5000.0,ME,70000.0,Individual,6.62,Jul-1986,10+ years,trucker scanner,819.0,815.0,A,OWN,68425629,f,150.58,5.32,5000.0,0.0,7.0,0.0,0.0,credit_card,1325.0,3.5,A1, 36 months,Credit card refinancing,17.0,Not Verified,047xx,2334.68,4.0,8.0,353.0,1.6,22643.0,1799.0,4.0
8540,5000.0,GA,50000.0,Individual,19.8,Aug-2007,5 years,LPN,679.0,675.0,C,RENT,67909462,w,166.05,11.99,5000.0,0.0,9.0,1.0,0.0,vacation,5178.0,33.8,C1, 36 months,Vacation,23.0,Source Verified,300xx,331.88,5.0,20.0,100.0,92.4,265.0,4054.0,4.0
7850,20175.0,CA,70000.0,Individual,8.71,Aug-2005,1 year,Senior Analyst,689.0,685.0,B,RENT,67980147,w,648.72,9.76,20175.0,0.0,9.0,0.0,0.0,credit_card,20024.0,69.0,B3, 36 months,Credit card refinancing,18.0,Source Verified,900xx,5686.06,4.0,13.0,124.0,30.8,7125.0,2748.0,8.0
2498,28800.0,TX,72746.64,Individual,10.57,Nov-1993,,,664.0,660.0,E,MORTGAGE,68594777,w,1068.7,19.89,28800.0,1.0,14.0,2.0,0.0,other,10685.0,41.4,E3, 36 months,Other,36.0,Verified,786xx,2130.32,8.0,7.0,265.0,54.7,3578.0,11708.0,7.0
4583,1000.0,MD,40000.0,Individual,13.17,Apr-2008,5 years,Error Processing ,669.0,665.0,B,MORTGAGE,68443647,w,32.18,9.8,1000.0,0.0,28.0,0.0,0.0,major_purchase,8313.0,47.8,B3, 36 months,Major purchase,29.0,Not Verified,210xx,9.16,7.0,8.0,86.0,52.6,4171.0,5234.0,5.0
7676,24000.0,NM,93000.0,Individual,15.08,Feb-1996,10+ years,Warehouse Team ,724.0,720.0,A,MORTGAGE,67789559,w,732.74,6.24,24000.0,3.0,25.0,0.0,0.0,debt_consolidation,17849.0,30.0,A2, 36 months,Debt consolidation,42.0,Source Verified,871xx,5768.26,14.0,0.0,238.0,27.0,35496.0,7212.0,5.0
269,10000.0,NJ,40000.0,Individual,10.95,Feb-2008,7 years,Driver,669.0,665.0,C,RENT,67798609,w,332.1,11.99,10000.0,0.0,4.0,0.0,0.0,debt_consolidation,1252.0,27.2,C1, 36 months,Debt consolidation,7.0,Not Verified,080xx,332.44,3.0,5.0,61.0,27.2,3348.0,1934.0,1.0
5410,5000.0,NJ,195000.0,Individual,14.17,Feb-1989,10+ years,Seniro Computer Service Technician,694.0,690.0,B,MORTGAGE,68373313,w,157.82,8.49,5000.0,3.0,12.0,0.0,0.0,major_purchase,84853.0,98.8,B1, 36 months,Major purchase,23.0,Source Verified,088xx,157.75,6.0,11.0,322.0,99.3,115.0,32422.0,4.0
7285,16000.0,SC,63000.0,Individual,25.43,Jan-2004,3 years,maintenance tech,674.0,670.0,C,RENT,68102150,w,365.53,13.18,16000.0,0.0,8.0,0.0,0.0,debt_consolidation,11967.0,87.4,C3, 60 months,Debt consolidation,10.0,Verified,296xx,9671.57,4.0,4.0,81.0,95.5,68.0,5907.0,4.0
3391,7050.0,NY,40000.0,Individual,20.55,Feb-2009,8 years,Community Engagement Coordinator,709.0,705.0,A,RENT,68604334,w,220.63,7.91,7050.0,0.0,18.0,1.0,1.0,credit_card,11264.0,21.3,A5, 36 months,Credit card refinancing,22.0,Not Verified,120xx,1520.04,10.0,3.0,82.0,35.7,19365.0,905.0,6.0
1308,14000.0,CA,87000.0,Individual,15.74,Feb-2001,< 1 year,HR Manager,759.0,755.0,A,RENT,68603178,w,421.61,5.32,14000.0,0.0,8.0,0.0,0.0,debt_consolidation,13830.0,28.8,A1, 36 months,Debt consolidation,16.0,Not Verified,921xx,841.49,4.0,43.0,178.0,41.8,19270.0,4548.0,1.0
4864,2950.0,CA,203000.0,Individual,6.38,Mar-2003,5 years,Water Treatment Plant Manager,684.0,680.0,E,MORTGAGE,68473508,w,109.47,19.89,2950.0,4.0,10.0,1.0,1.0,house,4349.0,40.0,E3, 36 months,Home buying,33.0,Verified,925xx,109.47,7.0,5.0,153.0,43.0,1580.0,3688.0,9.0
1808,4875.0,TX,49000.0,Individual,17.98,Jul-2002,2 years,Electrician,674.0,670.0,D,RENT,68525311,w,176.17,17.97,4875.0,4.0,10.0,1.0,1.0,debt_consolidation,2604.0,38.0,D4, 36 months,Debt consolidation,54.0,Not Verified,770xx,2756.45,7.0,0.0,161.0,38.0,971.0,2357.0,9.0
3068,10550.0,CA,24000.0,Individual,25.75,Apr-2000,6 years,Installer,724.0,720.0,D,RENT,68062413,w,381.25,17.97,10550.0,0.0,5.0,0.0,0.0,debt_consolidation,3228.0,26.0,D4, 36 months,Debt consolidation,11.0,Source Verified,921xx,3.33,1.0,3.0,188.0,80.7,772.0,1239.0,3.0
8653,18000.0,FL,58000.0,Individual,9.21,Oct-2005,6 years,Snr Program Advisor,699.0,695.0,B,RENT,67879156,w,567.22,8.38,18000.0,0.0,14.0,0.0,0.0,credit_card,9332.0,45.1,B1, 36 months,Credit card refinancing,35.0,Not Verified,328xx,5.39,4.0,13.0,122.0,63.5,5323.0,1388.0,2.0
6074,16300.0,AZ,100000.0,Individual,12.02,Aug-1994,< 1 year,owner,719.0,715.0,A,MORTGAGE,68312179,w,506.96,7.49,16300.0,3.0,10.0,0.0,0.0,debt_consolidation,13914.0,42.4,A4, 36 months,Debt consolidation,17.0,Not Verified,853xx,87.52,5.0,5.0,205.0,54.9,3921.0,15114.0,3.0
9921,7500.0,LA,60000.0,Individual,30.8,Sep-1999,,,724.0,720.0,C,RENT,67908742,w,253.36,13.18,7500.0,0.0,7.0,0.0,0.0,debt_consolidation,5883.0,27.2,C3, 36 months,Debt consolidation,17.0,Not Verified,701xx,100.0,5.0,5.0,195.0,27.2,15717.0,4866.0,4.0
7204,35000.0,TX,95000.0,Individual,33.8,May-1994,10+ years,VP,674.0,670.0,D,MORTGAGE,68302190,w,898.13,18.49,35000.0,1.0,12.0,0.0,0.0,debt_consolidation,51514.0,81.5,D5, 60 months,Debt consolidation,40.0,Source Verified,759xx,898.13,8.0,8.0,259.0,83.8,8304.0,8831.0,9.0
6479,5000.0,TX,95000.0,Individual,28.1,Aug-1995,2 years,Business Analyst,664.0,660.0,B,RENT,68182647,w,160.87,9.8,5000.0,1.0,30.0,0.0,0.0,moving,28234.0,71.8,B3, 36 months,Moving and relocation,54.0,Verified,752xx,137.25,18.0,1.0,128.0,78.1,3977.0,4145.0,5.0
8487,24000.0,IL,72000.0,Individual,20.07,Aug-1987,5 years,Vice President of Operations,774.0,770.0,D,MORTGAGE,67297444,w,590.68,16.55,24000.0,1.0,7.0,0.0,0.0,small_business,8413.0,32.7,D2, 60 months,Business,20.0,Not Verified,618xx,18462.0,1.0,27.0,161.0,54.6,6987.0,12007.0,1.0
1957,10000.0,CO,60000.0,Individual,23.9,Nov-1999,2 years,Assistant Superintendent,674.0,670.0,C,RENT,67616026,w,336.37,12.88,10000.0,0.0,7.0,0.0,0.0,credit_card,6975.0,84.0,C2, 36 months,Credit card refinancing,26.0,Source Verified,816xx,3557.09,2.0,7.0,117.0,93.0,525.0,17683.0,4.0
978,10000.0,FL,90000.0,Individual,16.28,Aug-1991,10+ years,GM FOH,689.0,685.0,C,MORTGAGE,68513568,w,339.07,13.44,10000.0,4.0,15.0,1.0,1.0,credit_card,9366.0,20.4,C3, 36 months,Credit card refinancing,31.0,Verified,328xx,7188.07,4.0,0.0,258.0,17.5,22845.0,12890.0,9.0
3549,5000.0,OH,50000.0,Individual,9.58,Nov-1979,10+ years,Deputy Sheriff,664.0,660.0,B,OWN,68614160,w,159.4,9.17,5000.0,0.0,7.0,0.0,0.0,other,6824.0,35.4,B2, 36 months,Other,20.0,Source Verified,444xx,159.4,2.0,2.0,433.0,0.0,3100.0,2512.0,2.0
8470,4000.0,MD,63000.0,Individual,24.69,Oct-2004,< 1 year,MIS Research Fellow,664.0,660.0,C,RENT,67889568,w,136.08,13.67,4000.0,0.0,23.0,0.0,0.0,debt_consolidation,20763.0,62.7,C4, 36 months,Debt consolidation,27.0,Verified,210xx,0.74,15.0,1.0,134.0,68.3,8120.0,1199.0,12.0
2453,6000.0,SC,43000.0,Individual,27.88,Jun-1994,4 years,Property Manager,819.0,815.0,A,OWN,67395363,w,185.24,6.99,6000.0,1.0,18.0,0.0,0.0,credit_card,4742.0,12.7,A3, 36 months,Credit card refinancing,32.0,Not Verified,291xx,185.05,3.0,1.0,258.0,17.2,10433.0,8661.0,4.0
5492,14400.0,PA,70000.0,Individual,11.81,Oct-2003,4 years,Police Officer,774.0,770.0,B,MORTGAGE,68493214,w,304.55,9.8,14400.0,2.0,11.0,0.0,0.0,debt_consolidation,1759.0,12.8,B3, 60 months,Debt consolidation,23.0,Not Verified,168xx,12575.39,5.0,3.0,146.0,20.2,6941.0,26494.0,3.0
9871,22000.0,CO,108500.0,Individual,25.98,Dec-1997,10+ years,principal,684.0,680.0,C,MORTGAGE,67818855,w,730.61,11.99,22000.0,7.0,18.0,0.0,0.0,home_improvement,17450.0,33.2,C1, 36 months,Home improvement,57.0,Source Verified,804xx,15791.76,8.0,2.0,216.0,27.7,25650.0,20087.0,15.0
9488,10000.0,IL,40000.0,Individual,32.34,Jun-2008,1 year,Bronze Memorial Coordinator,669.0,665.0,C,RENT,65552521,w,332.1,11.99,10000.0,0.0,19.0,0.0,0.0,credit_card,13594.0,57.8,C1, 36 months,Credit card refinancing,28.0,Not Verified,600xx,663.12,7.0,2.0,90.0,59.4,7153.0,1839.0,4.0
9870,5000.0,FL,50000.0,Individual,11.98,May-1995,10+ years,store manager,709.0,705.0,C,MORTGAGE,67828794,w,170.09,13.67,5000.0,1.0,9.0,0.0,0.0,debt_consolidation,2664.0,12.6,C4, 36 months,Debt consolidation,16.0,Source Verified,322xx,5028.48,4.0,0.0,247.0,0.0,10995.0,19438.0,9.0
8227,15675.0,KY,43600.0,Individual,17.63,Oct-2005,10+ years,Assembly,689.0,685.0,D,MORTGAGE,67939602,w,558.78,16.99,15675.0,1.0,10.0,0.0,0.0,debt_consolidation,20533.0,65.8,D3, 36 months,Debt consolidation,18.0,Verified,427xx,5864.74,5.0,1.0,106.0,79.1,2555.0,16285.0,7.0
861,3600.0,FL,55000.0,Individual,27.93,Feb-2007,10+ years,Pizza chef,664.0,660.0,C,RENT,68446017,f,119.56,11.99,3600.0,0.0,15.0,0.0,0.0,debt_consolidation,11570.0,42.1,C1, 36 months,Debt consolidation,18.0,Not Verified,331xx,239.12,11.0,3.0,106.0,37.6,15669.0,5943.0,6.0
558,6000.0,WA,250000.0,Individual,16.17,Nov-1992,10+ years,Sr Director Engineering,684.0,680.0,A,MORTGAGE,68536929,f,187.77,7.91,6000.0,5.0,15.0,0.0,0.0,other,67109.0,82.3,A5, 36 months,Other,33.0,Source Verified,982xx,5745.06,8.0,23.0,277.0,92.9,4353.0,37822.0,4.0
366,18000.0,VA,83000.0,Individual,7.93,Nov-1988,3 years,Sr. Designer,704.0,700.0,A,MORTGAGE,68496864,w,559.83,7.49,18000.0,6.0,17.0,0.0,0.0,debt_consolidation,13186.0,24.1,A4, 36 months,Debt consolidation,28.0,Source Verified,236xx,497.74,8.0,25.0,204.0,19.1,25008.0,14581.0,2.0
1518,10000.0,IL,120000.0,Individual,21.24,Aug-1994,10+ years,Teacher,679.0,675.0,C,MORTGAGE,68545975,w,341.73,13.99,10000.0,6.0,14.0,0.0,0.0,debt_consolidation,18192.0,73.0,C4, 36 months,Debt consolidation,48.0,Verified,605xx,3256.62,7.0,0.0,256.0,82.0,3050.0,18886.0,11.0
8758,20000.0,FL,80000.0,Individual,15.45,Dec-1994,10+ years,Supervisor,709.0,705.0,C,MORTGAGE,67859412,w,675.62,13.18,20000.0,1.0,9.0,0.0,0.0,other,5623.0,59.2,C3, 36 months,Other,18.0,Source Verified,331xx,675.37,5.0,3.0,252.0,72.7,2017.0,11912.0,6.0
8496,7000.0,NY,15700.0,Individual,20.18,Sep-2009,4 years,Waiter,679.0,675.0,B,RENT,67909391,w,229.91,11.22,7000.0,0.0,6.0,0.0,0.0,credit_card,9615.0,74.5,B5, 36 months,Credit card refinancing,6.0,Verified,112xx,4228.53,5.0,24.0,75.0,78.2,2685.0,1603.0,1.0
5620,12000.0,WA,40000.0,Individual,25.98,May-1988,< 1 year,Loan processor,669.0,665.0,D,MORTGAGE,68423184,w,420.53,15.77,12000.0,7.0,13.0,1.0,1.0,credit_card,10967.0,75.6,D1, 36 months,Credit card refinancing,35.0,Not Verified,992xx,11936.64,7.0,3.0,331.0,96.3,265.0,14743.0,10.0
9276,9600.0,FL,45000.0,Individual,9.25,Jun-2004,4 years,carpet installer,684.0,680.0,C,MORTGAGE,67838930,w,321.57,12.59,9600.0,1.0,6.0,0.0,0.0,debt_consolidation,1412.0,39.2,C2, 36 months,Debt consolidation,21.0,Verified,339xx,321.57,3.0,7.0,130.0,54.9,902.0,13940.0,4.0
9867,9000.0,FL,25000.0,Individual,35.06,May-2006,5 years,Supervisor,674.0,670.0,C,OWN,67848816,f,309.71,14.48,9000.0,0.0,9.0,0.0,0.0,debt_consolidation,22691.0,74.2,C5, 36 months,Debt consolidation,11.0,Verified,328xx,309.71,7.0,33.0,115.0,75.5,7116.0,2836.0,0.0
1832,15200.0,TX,72000.0,Individual,28.13,Jul-2007,< 1 year,Dispatcher,689.0,685.0,C,OWN,68475559,w,511.27,12.88,15200.0,0.0,10.0,0.0,0.0,debt_consolidation,9297.0,30.4,C2, 36 months,Debt consolidation,21.0,Source Verified,754xx,511.27,6.0,2.0,98.0,30.4,21303.0,8395.0,5.0
4743,15000.0,GA,46000.0,Individual,31.07,Aug-2004,8 years,Officer,679.0,675.0,C,MORTGAGE,68593658,w,512.6,13.99,15000.0,4.0,12.0,0.0,0.0,debt_consolidation,18696.0,51.6,C4, 36 months,Debt consolidation,29.0,Verified,300xx,317.0,6.0,14.0,136.0,66.9,8104.0,14577.0,5.0
1821,16000.0,MO,65000.0,Individual,26.74,Aug-2000,4 years,Director of Nursing ,704.0,700.0,A,MORTGAGE,68340448,w,490.32,6.49,16000.0,4.0,20.0,0.0,0.0,debt_consolidation,16317.0,52.3,A2, 36 months,,38.0,Source Verified,657xx,15328.36,11.0,16.0,143.0,58.0,8695.0,10020.0,6.0
2075,4650.0,CA,45000.0,Individual,26.82,Oct-2004,4 years,Warehouse Management ,664.0,660.0,C,RENT,67858439,w,158.91,13.99,4650.0,0.0,11.0,0.0,0.0,debt_consolidation,3147.0,50.8,C4, 36 months,Debt consolidation,33.0,Source Verified,951xx,158.91,5.0,8.0,106.0,67.1,691.0,2467.0,7.0
7133,8000.0,NY,80000.0,Individual,12.93,Jun-1995,10+ years,Meat mgr,734.0,730.0,A,RENT,67909799,w,250.29,7.89,8000.0,0.0,11.0,0.0,0.0,vacation,5207.0,22.4,A5, 36 months,Vacation,25.0,Source Verified,117xx,6028.0,3.0,4.0,246.0,24.3,4695.0,2875.0,6.0
1231,11000.0,CA,50000.0,Individual,16.32,Sep-2007,4 years,Personal Trainer,694.0,690.0,A,RENT,68475955,w,331.27,5.32,11000.0,0.0,7.0,0.0,0.0,credit_card,12911.0,52.9,A1, 36 months,Credit card refinancing,10.0,Not Verified,925xx,5131.6,3.0,6.0,99.0,69.8,5589.0,4152.0,2.0
8994,8000.0,MA,80000.0,Individual,11.46,Sep-2001,1 year,Research Analyst ,704.0,700.0,A,RENT,67969047,w,250.29,7.89,8000.0,0.0,13.0,0.0,0.0,credit_card,7239.0,54.8,A5, 36 months,Credit card refinancing,38.0,Source Verified,021xx,564.88,3.0,13.0,171.0,91.6,661.0,4254.0,4.0
364,14000.0,LA,40000.0,Individual,37.39,Sep-1991,1 year,manager,674.0,670.0,C,MORTGAGE,68613885,w,474.69,13.44,14000.0,2.0,14.0,0.0,0.0,debt_consolidation,16328.0,63.8,C3, 36 months,Debt consolidation,20.0,Not Verified,707xx,474.59,7.0,14.0,291.0,66.0,6453.0,2445.0,6.0
6521,15000.0,KY,75000.0,Individual,8.86,Aug-2010,5 years,production adjusting supervisor,674.0,670.0,B,MORTGAGE,68262490,w,494.5,11.48,15000.0,1.0,7.0,0.0,0.0,debt_consolidation,5803.0,67.5,B5, 36 months,Debt consolidation,20.0,Verified,410xx,494.5,3.0,0.0,54.0,78.4,1597.0,23554.0,7.0
625,13500.0,CA,77000.0,Individual,14.45,Jan-2004,10+ years,General Manager,664.0,660.0,B,RENT,68446068,w,440.57,10.78,13500.0,0.0,8.0,2.0,1.0,credit_card,6875.0,75.5,B4, 36 months,Credit card refinancing,10.0,Source Verified,925xx,440.57,5.0,21.0,91.0,78.7,1383.0,11501.0,2.0
1471,12000.0,NY,56000.0,Individual,11.23,Oct-1995,10+ years,CLERK,664.0,660.0,B,RENT,68496078,w,395.6,11.48,12000.0,0.0,16.0,1.0,1.0,debt_consolidation,10139.0,82.0,B5, 36 months,Debt consolidation,27.0,Not Verified,100xx,5590.58,8.0,0.0,242.0,101.0,6000.0,1606.0,7.0
6034,13000.0,TX,89000.0,Individual,10.45,Nov-2006,2 years,Buyer,669.0,665.0,B,RENT,68192669,w,410.32,8.49,13000.0,0.0,6.0,0.0,0.0,debt_consolidation,20635.0,92.1,B1, 36 months,Debt consolidation,9.0,Source Verified,761xx,502.7,4.0,18.0,109.0,92.1,1765.0,5358.0,1.0
5481,6500.0,LA,52000.0,Individual,20.08,Nov-1987,2 years,Paramedic,699.0,695.0,B,OWN,68523180,w,205.16,8.49,6500.0,1.0,6.0,0.0,0.0,debt_consolidation,4779.0,27.6,B1, 36 months,Debt consolidation,17.0,Not Verified,700xx,1799.85,4.0,3.0,337.0,35.4,8721.0,3242.0,3.0
3739,16000.0,VA,106000.0,Individual,9.94,Apr-2000,9 years,Senior Trainer Business Rules,684.0,680.0,C,RENT,68444153,w,367.67,13.44,16000.0,0.0,12.0,0.0,0.0,debt_consolidation,11762.0,55.5,C3, 60 months,Debt consolidation,24.0,Not Verified,201xx,8119.06,6.0,8.0,188.0,68.5,5159.0,3223.0,5.0
2850,10000.0,MO,65000.0,Individual,4.69,Feb-2001,10+ years,general manager,664.0,660.0,C,MORTGAGE,67908865,w,332.1,11.99,10000.0,5.0,16.0,0.0,0.0,credit_card,8454.0,42.7,C1, 36 months,Credit card refinancing,32.0,Source Verified,639xx,331.9,9.0,2.0,178.0,76.2,2170.0,6119.0,5.0
4412,5000.0,MI,60000.0,Individual,6.1,Feb-2007,1 year,Project manager,694.0,690.0,A,OWN,68473813,w,156.48,7.91,5000.0,0.0,5.0,0.0,0.0,major_purchase,9470.0,66.2,A5, 36 months,Major purchase,8.0,Source Verified,481xx,2673.26,5.0,30.0,106.0,88.9,520.0,1894.0,0.0
8384,12000.0,TX,85000.0,Individual,7.54,Feb-1979,10+ years,,664.0,660.0,B,MORTGAGE,65695575,w,382.55,9.17,12000.0,2.0,12.0,0.0,0.0,home_improvement,11299.0,65.3,B2, 36 months,Home improvement,21.0,Source Verified,760xx,10.97,8.0,5.0,442.0,77.3,2817.0,2358.0,4.0
1349,6400.0,MD,120000.0,Individual,24.64,Jul-1996,10+ years,Registered nurse,699.0,695.0,B,MORTGAGE,68534685,w,205.91,9.8,6400.0,7.0,23.0,0.0,0.0,credit_card,38270.0,52.9,B3, 36 months,Credit card refinancing,39.0,Not Verified,211xx,1798.57,12.0,1.0,233.0,93.8,1769.0,12671.0,8.0
3311,17500.0,AR,100000.0,Individual,16.55,Jan-1998,10+ years,Truck driver,759.0,755.0,A,OWN,67879631,w,527.01,5.32,17500.0,4.0,6.0,0.0,0.0,credit_card,16743.0,54.0,A1, 36 months,Credit card refinancing,16.0,Not Verified,723xx,13014.56,3.0,15.0,215.0,63.2,9757.0,6851.0,2.0
6514,10575.0,OR,23000.0,Individual,22.39,Oct-2005,9 years,Room attendant ,689.0,685.0,C,RENT,68142432,w,358.56,13.44,10575.0,0.0,10.0,0.0,0.0,debt_consolidation,11921.0,59.9,C3, 36 months,Debt consolidation,13.0,Verified,971xx,334.24,3.0,2.0,106.0,61.4,7479.0,2832.0,5.0
4368,10750.0,AZ,45000.0,Individual,38.57,Apr-1970,10+ years,Professor ,664.0,660.0,E,MORTGAGE,68613530,w,287.81,20.5,10750.0,6.0,11.0,0.0,0.0,debt_consolidation,22569.0,86.8,E4, 60 months,Debt consolidation,25.0,Source Verified,850xx,5095.54,6.0,15.0,548.0,92.1,1931.0,11342.0,3.0
7898,7000.0,FL,34500.0,Individual,20.87,Aug-2004,7 years,Operations & Management Consultant,684.0,680.0,B,RENT,68029660,w,227.98,10.64,7000.0,1.0,17.0,0.0,0.0,debt_consolidation,7805.0,58.7,B4, 36 months,Debt consolidation,28.0,Source Verified,346xx,220.1,5.0,2.0,128.0,77.0,1935.0,7077.0,3.0
9550,10000.0,CA,90000.0,Individual,20.79,Oct-1996,10+ years,Maintenance mechanic,714.0,710.0,A,MORTGAGE,67978993,w,305.31,6.24,10000.0,5.0,15.0,1.0,1.0,debt_consolidation,9249.0,15.0,A2, 36 months,Debt consolidation,35.0,Verified,951xx,4997.87,12.0,1.0,230.0,16.0,9333.0,21886.0,12.0
5153,33000.0,IL,165000.0,Individual,14.69,Mar-1998,2 years,National Account Manager,669.0,665.0,D,MORTGAGE,68282577,w,1169.82,16.59,33000.0,9.0,9.0,1.0,0.0,debt_consolidation,36204.0,79.0,D2, 36 months,Debt consolidation,34.0,Source Verified,601xx,1169.82,4.0,7.0,174.0,80.8,8596.0,50375.0,10.0
2522,18450.0,CA,41000.0,Individual,27.66,Jan-1998,< 1 year,Property Manager,664.0,660.0,B,RENT,68062501,w,608.24,11.48,18450.0,0.0,11.0,0.0,0.0,credit_card,14442.0,67.0,B5, 36 months,Credit card refinancing,25.0,Not Verified,941xx,608.24,9.0,13.0,215.0,86.0,2660.0,1900.0,1.0
1812,20000.0,NY,78000.0,Individual,16.74,Jun-1999,,,674.0,670.0,B,MORTGAGE,68342924,w,643.47,9.8,20000.0,4.0,10.0,0.0,0.0,credit_card,3295.0,78.5,B3, 36 months,Credit card refinancing,25.0,Not Verified,141xx,643.36,3.0,7.0,198.0,87.6,298.0,13130.0,2.0
3610,6000.0,RI,34000.0,Individual,1.34,Oct-2007,9 years,Disability Claims Rep,774.0,770.0,A,RENT,68434178,w,186.61,7.49,6000.0,0.0,7.0,0.0,0.0,debt_consolidation,834.0,7.9,A4, 36 months,Debt consolidation,11.0,Not Verified,028xx,3369.6,2.0,27.0,98.0,13.5,5189.0,119.0,0.0
9410,20000.0,AZ,65000.0,Individual,12.49,Mar-2004,8 years,Carman,774.0,770.0,A,MORTGAGE,67477966,w,602.3,5.32,20000.0,3.0,13.0,0.0,0.0,credit_card,77365.0,22.0,A1, 36 months,Credit card refinancing,24.0,Verified,857xx,14884.26,9.0,15.0,140.0,22.7,53414.0,15875.0,2.0
5637,8000.0,AZ,52000.0,Individual,21.51,Dec-2006,< 1 year,Assistant Manager,704.0,700.0,B,RENT,68183061,w,263.74,11.48,8000.0,0.0,14.0,0.0,0.0,other,11687.0,35.8,B5, 36 months,Other,21.0,Verified,852xx,263.4,6.0,2.0,108.0,43.0,15513.0,3027.0,4.0
2279,4800.0,KS,64000.0,Individual,21.45,Sep-1994,10+ years,Owner,684.0,680.0,C,OWN,68475027,w,164.03,13.99,4800.0,1.0,13.0,1.0,0.0,small_business,15506.0,54.0,C4, 36 months,Business,36.0,Source Verified,664xx,2685.22,5.0,49.0,255.0,49.9,9610.0,7515.0,3.0
